status_id,status_message,status_published
457376154351363_846298538792454,Please can you tell me why my reward vouchers take so long in coming used to be 40 days from when you started to make up.I rang last week as expected them first week in May to be told now take 60 days and should get last week or this. WHY does it take so long with other cards you see your points claim and vouchers arrive well within 2 weeks.,2015-05-28 02:25:32
457376154351363_845687632186878,"Hi, i have some voucher (more like a code) for money off that need to be spend by the 31st May but i forgot the value of the voucher lol. Would you give a phone number please so I could find out? Thank you",2015-05-26 12:41:26
457376154351363_845603898861918,"so i asked a question via your web page, ""can i use a gift card to buy holiday money"" and the reply came back yes you can use your budget card to buy holiday money, from Heidi Lydiate. so i buy a card and put £200 on it, to be told in the shop ""no you cant use a gift card to buy money"" it says so on the back, (but Heidi Lydiate said i could) and she works for M&S money services so she should know, so i complained and Heidi Lydiate internet customer services team member  tells me that my query is specific to my account so contact the customer service team, (isnt that her?)i havnt got an account by the way! ... so i complain about the fob off and ask that a manager contacts me, but Anne Gledhill mails back saying that i should go to the shop that gave me the wrong info to complain, it was her dept on the internet so she hadnt read my email and she isnt a manager! next complaint about yet another fob off is answered by Lyn Johnson, who is a customer service manager,she opens with ""i cant find the original wrong info email"" isnt that a surprise!  so i explain the situation, and that i have been FOBBED OFF three times now, she replies with "" Heidi is not her dept so she cant arrange any training etc, heidi works for M&S bank (who i was replying to all the time) she has forwarded all my mail to them, FOB OFF 4 . totally unacceptable customer service, from a customer service dept and manager, each reply starts with a sorry and ends with a NOT MY PROBLEM SO CONTACT SOMEONE ELSE! let me finish by saying if i did have an account i would close it!",2015-05-26 08:30:25
457376154351363_845163458905962,"I am trying to log into internet banking via Chrome but am getting the following error. I have cleared my cache and cookies: 

Bad Request: Your browser sent a request that this server could not understand. Size of a request header field exceeds server limit. Cookie: com.genesyslab.wme.tracker.globalVisitId=6f01dd92-2c44-40bc-a4b8-59829ff92b46;.... (this number is very long so I haven't pasted it all)",2015-05-25 10:34:33
457376154351363_843201119102196,"It may be a holiday for some banks, but not for us! Our bank branches are all open, and we'd love to see you. Find your nearest bank branch here: http://bit.ly/1K4sn5x",2015-05-25 05:36:00
457376154351363_843200639102244,"Sundays are for lie-ins, walks, and… banking. We’re open when M&S stores are open, so do pop in if you need help.",2015-05-24 08:34:00
457376154351363_842788892476752,Dinner parties needn't take all day to prepare. Less time in the kitchen means more time to get ready! http://bit.ly/1LkvZl1,2015-05-23 04:11:01
457376154351363_843774369044871,"WARNING for Marks and Spencer (M&S) customers using Online travel money requests.
 
We ordered 800 pounds worth of euros Tuesday 19th which was debited the same day from our M&S card and at that time the exchange rate floated around 1.39.
 
The money was delivered Friday 22nd and the exchange rate stated on the invoice was 1.35 which of course is somewhat lower. (approx 30 euros)
 
Unfortunately the email confirmation received on the 19th doesn't state the rate at which you purchased so you don't have a record.
 
If you phone M&S Money you get told that the rate was 1.35 (I looked up the rate for the past week and it has never been 1.35 or anything like this rate) according to their records on that day and this is where the play on words begin;
they actually mean they offer you a rate loosely based on the going rate of which we accepted, again you have no proof by this time.
Be very careful ordering online, if you do, check the rate against the market rate and capture the M&S online form on screen for your record.
 
I didn't expect a company like M&S to advertise top rates and deliver poor rates.",2015-05-22 10:46:52
457376154351363_843210862434555,Does anyone know when the mobile banking app will be available? I got a letter to say it would be available in the Spring!,2015-05-21 05:38:52
457376154351363_842786262477015,"Dress up your garden for a weekend party, without even touching the piggy bank. Spot of croquet, anyone?",2015-05-21 04:32:01
457376154351363_843186495770325,I am wondering about changing from nationwide to you -both deposit and current accounts,2015-05-21 04:28:27
457376154351363_842840375804937,"I am still thinking about joining M@S but dreading the thought of the hassle it can cause do u get a debit card ? How much a day can u take out ? I can go to 2,500 in arrears  before I can't use my account what about M@S do u have a limit ?",2015-05-20 07:51:01
457376154351363_842785599143748,"Switch to one of our current accounts using the Current Account Switch Service and we'll give you a £100 M&S gift card. What would you spend it on? 

Find out more here: http://bit.ly/1odq5td",2015-05-20 05:43:01
457376154351363_842802569142051,Can you tell me when I am likely to receive my Premium Club loyalty vouchers including the hot drinks vouchers please? They just seem to be late this quarter. Many thanks,2015-05-20 05:12:12
457376154351363_842428635846111,I haven't received any loyalty point vouchers for at least 6 months (possibly longer) but can find no information on your websites telling me who to contact for assistance. Can you please help?,2015-05-19 05:46:46
457376154351363_842163599205948,"Hi, I applied for an online bank account on Thursday, 7th May, but still haven't heard anything back - who should I contact please?",2015-05-18 13:56:03
457376154351363_842149272540714,I think reading everybody's else messages I think I better stop where I am better the devil u know they say I love M@s but the banking needs sorting out,2015-05-18 13:17:24
457376154351363_842148505874124,I want to open a M@S account but my nearest branch is Birmingham and I refuse to do online banking are u opening more branches ?,2015-05-18 13:14:15
457376154351363_842104812545160,"Thinking of applying for an account, just wondering how much you will charge me should a direct debit be returned? I suppose also what charges are applied should I go over any agreed over drafts etc? Many thanks.",2015-05-18 10:51:26
457376154351363_842029882552653,"Can anyone let me know what phone number to use to phone to speak to a human being to activate my credit card? I'm phoning from outside of the UK, and unable to log into the banking online because it won't let me.",2015-05-18 06:37:17
457376154351363_841745092581132,"Have you tried to select a Credit Card statement date using the drop down arrow on the M&S Bank site? Don't bother, it's obviously just there to trick/annoy/amuse you. Just click on the date in the box to the left of it and select that way.",2015-05-17 13:57:43
457376154351363_841237452631896,"M&S Insurance left me uninsured!

PLEASE READ THIS AND TAKE NOTICE.

I bought a new car and obtained cover for it at the end of April. My existing policy was due to be renewed at the beginning of May and I paid a small fee to cover me until the policy would be renewed. My policy had been automatically renewed on it's anniversary each year.

On the 14th May to my horror I received a letter sent by 2nd Class mail (dated 11th May 2015) telling me that my policy had expired the previous day (10th May) and that I was uninsured! I had of course been driving the car continuously since getting new cover.

It beggars belief that when all communications were done by telephone and email that the most important letter you could ever send telling me that I was uninsured was sent by ordinary mail, and 2nd Class at that!!!!

I telephoned immediately on receipt of the letter and spoke to a very helpful operator who said that if the policy had not been automatically renewed then it could only be at my request that this had been done. I told her that this was definitely not the case. I had not been asked when getting the new cover whether or not I still wanted an automatic renewal. I was then told that it could have been because my debit card details were showing that my card had expired in March 2015. I said that when getting the new policy I was told how much I would have to pay until renewal. Nothing was said about how payment would be made and I assumed that It would be taken by DD in the normal way. I was not told that my card details were not valid. 

To add insult to injury the letter says ""we would point out that it is an offence to use or permit the use of a motor vehicle on a public highway or a road to which the public have access, without the minimum of insurance cover"".

Thanks M&S insurance if I had had an accident in which someone was severely injured or killed I would be paying compensation for the rest of my life and probably be bankrupt. if I had been stopped by the Police I would have had no defence to  driving without a valid policy of insurance.

Will I be renewing with M&S insurance again.......

I only renewed in a panic as I was just about to use the car!!!",2015-05-16 12:08:02
457376154351363_840667206022254,"Treating yourself needn't be extravagant; little pleasures are (mostly) free. Let us know your favourite way to indulge yourself, for a chance to win a Rosie for Autograph scented candle. T&Cs apply: http://on.fb.me/1JMvXkP",2015-05-15 05:00:01
457376154351363_839463069476001,"Good news: It's officially asparagus season in Britain. That's dinner taken care of, then.",2015-05-13 05:46:01
457376154351363_839096672845974,Looking to make some healthy changes but don't know where to start? Try M&S' handy menu planner to get you started. http://bit.ly/1Hc7J5J,2015-05-11 06:25:00
457376154351363_839078142847827,"You gave me an email address last week but it bounced back. I need to cancel my home insurance. Can you give me the FULL address  ie with org, com or co.uk at the end.",2015-05-11 02:45:13
457376154351363_838766776212297,Hello my birthday afternoon tea voucher expired before I could use it as had to cancel a plan from 2 weeks ago. Any chance it could be extended for me?,2015-05-10 08:51:19
457376154351363_838353656253609,Is the website down again? I can't access my account!,2015-05-09 08:15:48
457376154351363_837831629639145,Looking for a refreshing pick-me-up? Freeze berries in ice cubes for a delicious fruit-infused drink.,2015-05-09 07:46:00
457376154351363_838212296267745,"Hi,
Do you have a date yet for the banking app?
Thanks,
Michelle",2015-05-09 00:08:38
457376154351363_837547186334256,"How are people with severe mental health issues supposed to cancel unwanted insurance policy renewals? Many cannot cope with phone calls, instant messenger, or leave the house to use Royal Mail. Is mental health covered in your equalities policy? Thank you.",2015-05-07 09:52:53
457376154351363_837429093012732,I am unable to login to my account for the last 2 days on my computer. Get 'Bad request' but I am able to login on my ipad. Is there a problem?,2015-05-07 03:59:24
457376154351363_836723513083290,I do not want to renew my home insurance policy 830095433. I tried ask Hannah and it was hopeless.,2015-05-05 11:12:28
457376154351363_836711986417776,"cant sign in to my account - comes up ""bad request""!!",2015-05-05 10:42:38
457376154351363_836695646419410,Why is your website always so slow!!!!!!!,2015-05-05 09:55:09
457376154351363_835094789912829,Bank holiday Monday is the perfect opportunity to slow down and  indulge in a DIY spa day. Your body (and mind) will thank you for it.,2015-05-04 05:20:00
469427053171648_836010043154637,"Big shout out to M&S Bank who are our main stage sponsors for Chester Pride 2015.  

They are helping us keep Chester Pride a free event :)",2015-05-03 12:11:42
457376154351363_835127289909579,"Rain or shine, spring isn't spring without a Great British Picnic. Make sure you accessorise yours in style.",2015-05-03 06:58:01
457376154351363_835642463191395,Congratulations to the Duke and Duchess of Cambridge on their new arrival,2015-05-02 12:18:12
457376154351363_835485036540471,We have a credit card with you and pay off the balance every month but recently the balance was only 38p so we let it carry over expecting to use the card and then have higher amount to clear. We received a debtors letter rather threatening for only 38p. When I rang to complain I was told the letter is computer generated but surely a computer does not put it in the envelope. I suggested a technician put a default setting on computer to allow for a low balance and prevent this letter. I'm not impressed with this situation and may in future use another card!!!,2015-05-02 02:12:21
457376154351363_835126453242996,"Summer's coming, which means a holiday is on the horizon. Which destination is on your 2015 bucket list?",2015-05-01 08:55:00
457376154351363_834506699971638,"despite many many phone calls, lots of m&s promises, emails and facebook messages we are still waiting for a £30 m&s gift card for taking out a m&s credit card - we have not received the gift card. a phone call yesterday 'promising' it would be emailed to us has failed to arrive. please advise",2015-04-30 05:10:44
457376154351363_834454696643505,Do you plan to release a mobile banking app on iOS?,2015-04-30 01:42:42
457376154351363_834223050000003,"A company whose profits were £580.4 million last year charges its customer to get in touch with there contact center.
Its a matter of concern in a world were people and enterprises are communicating online M & S car insurance team don't have an online email mechanism.
The only great way of getting in touch is calling 0844 no. can you please explain me why shall we be charged to get in touch with your advisers when the entire world communicates over internet. 
I lost money when your team couldn't match insurance price compared to other vendors which is acceptable.
My this month phone bill inflated because there were 7 calls on 0844 nos. In-spite of high charge numbers half of the time the computer explains the company policy. The policy makers should understand if a costumer is making a call then at least he should not be charged to listen companies policy.",2015-04-29 16:08:28
457376154351363_834213146667660,I'm really confused!! I bought some currency today at M & S Leeds on my m&s card and I've been charged 2 them (US dollars and South Africa Rand) at the card holders rate and the other one (Dirham) at the standard rate! Shouldn't they have all been at the card holders rate? Also do you have the sort code and account in make payment? I asked the bank but they didn't have a clue and just advised me to ring! But after my experience last week I really wasn't keen on that!!,2015-04-29 15:42:15
457376154351363_834168743338767,"i'm confused my this
*With the M&S Monthly Saver you can save from as little as £25 up to a maximum of £250 a month. Which means that, if you pay in the maximum monthly contribution of £250 on the same date each month, for 12 months, you could earn gross interest of around £96. Partial withdrawals not permitted. Interest is paid at the end of the 12 month term. If you save less than £250 in any given month, you can carry over any unused allowance to the following months. Monthly Saver interest is calculated daily and credited annually at the end of the 12 month term.

It’s easy to apply for the M&S Current Account – why not do it today?",2015-04-29 14:23:18
457376154351363_832912783464363,"Whilst gaining access to to credit card account i have started getting a message portlet  temporarily disabled. Spoke to someone in the IT dept who said  refresh your browser delete history, nothing worked, seemed bored about my problem, absolute waste of my time, will stop using m and s credit card and go elsewhere. Very very poor customer service",2015-04-27 11:24:08
457376154351363_832744703481171,"2015 is our ‘pearl’ anniversary – 30 years of M&S Bank! To celebrate, we’re giving away three £30 M&S gift cards – just tell us what pearls of wisdom you’ve picked up over the years. T&Cs apply: http://on.fb.me/1HJukVS",2015-04-27 04:00:02
457376154351363_832227186866256,"I've tried to join s/ s bank ,the nearest bank is Exeter as I did      try  Taunton.       was told had to go to Exeter ,you couldn't join there very disappointed",2015-04-26 10:20:18
457376154351363_830526990369609,"The mid-80s weren’t to everyone’s taste – but they’re instantly recognisable… From big hair and shoulder pads to today’s tailoring, we’ve come a long way since we started out 30 years ago. Were the 80s a fashion high point for you? 

Celebrate timeless style with M&S’ Best of British collections for men and women: http://www.marksandspencer.com/s/women/best-of-british",2015-04-24 06:00:02
457376154351363_829826253773016,"In 1985 our homes had just four TV channels – and you probably watched them all in the living room. Today, there’s a choice of hundreds, available on demand, and you can stream many of them on your phone, tablet or laptop.",2015-04-23 04:00:01
457376154351363_828660907222884,Learn a little more about 30 years of M&S Bank via Chester Chronicle : http://www.chesterchronicle.co.uk/news/business/ms-bank-celebrates-30th-anniversary-9039947,2015-04-22 12:51:01
457376154351363_829097840512524,"M&S Bank must have the worlds worst customer service - i just wonder if you get extra points to cover the frustration and stress !!!!!
Please avoid unless you like listening to cheesy music for 30 minutes at a time",2015-04-22 06:03:24
457376154351363_828667847222190,"Put your plans into action with our low rate ***3.6% APR representative*** M&S Personal Loan. Find out more here: http://bit.ly/1w0W0vE

Offer applicable on loans between £7,500 and £15,000. You must have an annual income of at least £10,000 and be a UK resident aged 18 or over. Terms and conditions apply.",2015-04-21 09:00:01
457376154351363_828604320561876,"Remember news in 1985 that the iconic red phone boxes would be replaced? Barely one in seven are left now. Luckily, 2,000 have listed protection – while some live on as public art, micro coffee shops and more.  Do you have a classic telephone box near you?",2015-04-21 06:03:07
457376154351363_827756563979985,Hi. My payment due date was today so I've just paid online. Will this be ok as it may take time to show on my account?,2015-04-19 12:49:12
457376154351363_827070950715213,"1985 was not only when we began, but also when the first mobile phone call was made. The devices were a far cry from today’s all-in-one picture taking, internet browsing handset – they weighed several kilos and featured an attached ‘briefcase’.  What was your first mobile phone like?",2015-04-18 05:15:01
457376154351363_826536567435318,do you guys have a app for iphone?,2015-04-17 06:40:40
457376154351363_826471500775158,"We have been independently recognised and recommended as a provider of current accounts by Which?

Find out more about our choice of current accounts here: 
http://bit.ly/1odq5td",2015-04-17 03:00:02
457376154351363_826232004132441,"Recently insured my car with M & S.  Got the keycare thingy too.  Just got the fob through to attach to my keyring.  It says on the fob £10 REWARD (IF REGISTERED).

I'm thinking, if I ever found such a fob, would I even bother to find out about was I registered for a tenner.  I'm guessing prolly not worth it !  

I'll wait till I get me renewal through next year I guess.",2015-04-16 14:49:45
234538108571_826096224146019,"Welcome to our newest Members: Arnold Clark, CMS Cameron McKenna LLP ManpowerGroup, M&S Bank, Metro Bank, SABMiller and Thales UK. We look forward to helping you become even more Disability-smart. For more information about BDF Membership please visit us at www.businessdisabilityforum.org.uk",2015-04-16 09:12:31
457376154351363_826022594153382,"When we launched our services 30 years ago, weddings weren’t all chocolate fountains and stretch limos. The £22,000 typically spent today is about 20 times more than in 1985.",2015-04-16 06:10:00
457376154351363_825976817491293,"M & S Car Insurance
Our claim has been a disaster from start to finish.
Minster Law - failed us
Guaranteed replacement car for 28 days delivered with 2 hours - make sure you understand what that actually means - it's 5 days since contacting them and 24 hours since our car was written off and we still have no car.",2015-04-16 03:41:48
457376154351363_825535084202133,"Having to pay over £300 to cancel a car insurance policy for a car I no longer own is disgusting, never had any issues with any other insurance provider!!! Shame on you M & S and to think I have recommended your car insurance to others!!! NEVER AGAIN!!!! I can't afford to pay the £300 so now I pay you over £30 a month for the next 10 months for no reason at all for a car I don't own!!! SHOCKING!!!",2015-04-15 06:33:50
457376154351363_825508517538123,We’re celebrating 30 years in business – and just think how things have changed in that time. Take our travel habits in the UK. Today we make almost three times as many trips (over 60 million!) as we did in 1985. Have you planned your 2015 holiday yet?,2015-04-15 04:59:00
457376154351363_824453527643622,"Watch our video guide and get straight to the heart of the City of Love, Paris. 

If you’re making a break for it this spring, M&S Bank is your perfect travel companion. Find out more here: http://bit.ly/1s1XpDN",2015-04-13 04:02:38
457376154351363_824040571018251,"Hi, I received my M&S credit card and used it by the 31st March so that I would receive the £30 M&S voucher but I haven't yet. Do I need to do anything to claim it?",2015-04-12 09:00:50
457376154351363_823023901119918,Will you be getting a banking app?,2015-04-10 05:21:10
457376154351363_822991077789867,"It’s your final chance to win £100 worth of travel money!

This country is best known for the waltz, Freud and early coffee house culture. But what was the currency here before the Euro?

T&Cs apply: http://on.fb.me/1DIIib3",2015-04-10 03:45:01
457376154351363_822562164499425,Why is online banking not working again??? I've had nothing but problems the last few months.  When are you going to sort it out!,2015-04-09 05:33:15
457376154351363_822532021169106,"Famous for Port, fancy footballers, and the Algarve – what currency did this country use before the Euro? 

Comment below for a chance to win £100 worth of travel money.

T&Cs apply: http://on.fb.me/1DIIib3",2015-04-09 03:45:01
457376154351363_822304084525233,Have really enjoyed your hot cross buns and seeded bread both delicious,2015-04-08 14:51:54
457376154351363_822073481214960,They are from Germany and it was the Deutschmark. Fingers crossed!,2015-04-08 06:42:44
457376154351363_822069224548719,Deutschmark,2015-04-08 06:31:38
457376154351363_822043834551258,"Hello I've just received my statement and my points balance is zero, but I haven't recieved any vouchers for my previous points. Is this normal?",2015-04-08 05:09:47
457376154351363_822014751220833,"Celebrate the start of holiday season – just comment below for a chance to win £100 worth of travel money!

This country gave us Beethoven and Volkswagen – but what currency did they use before adopting the Euro? 

T&Cs apply: http://on.fb.me/1DIIib3",2015-04-08 03:40:47
457376154351363_821169244638717,"Want to say a HUGE thank you to the fabulous staff who deal with credit card fraud.  I found out this morning that my card had been cloned or something, and used for three fraudulent transactions.  I rang up to report it, my card was instantly stopped and within a couple of hours your fraud department had started the investigation and refunded my card.  Thank you SO much for dealing with this so quickly, and being so lovely in helping me.",2015-04-06 10:14:46
457376154351363_820547138034261,"Keep your eyes open for signs of spring this Easter. Have you seen bouncing lambs, baby bunnies or cute chicks?",2015-04-05 04:30:00
457376154351363_820075774748064,"I had a telephone conversation with Derek a week ago, is it possible someone could please contact me re same?",2015-04-04 05:33:15
457376154351363_820059198083055,There’s nothing like a woodland walk in spring. Find a wood near you and take the family this Easter. Where’s your favourite woodland walk?,2015-04-04 05:00:01
457376154351363_820030444752597,"Had some poor service from your Bureau de Change this morning. I arrived at 08:05. Many staff were stood in the area. I was told I would have to come back 5 minutes later. I perused the menswear for 10 minutes then came back. No-one was there. A lady then walked behind the screen and dismissively told me I would need to come back in 10 minutes. I had already gone and returned once. The whole purpose of me going in early on a Saturday is because I happen to start work at 9am on the other side of Manchester. I could no longer wait as I had to walk to work. So thanks to M&D I had needlessly travelled into Manchester early, was left with no time for a pre-work breakfast and will now be having to waste time after work going into town to get my travel money. Needless to say this will not be from M&S. Thank you for wasting so much of my precious time this Easter weekend. Not just poor service, M&S poor service.",2015-04-04 03:00:39
457376154351363_819684431453865,"Hi Sorry to be a nuisance, but I need to get in touch with my insurance which is M&S, if you could give me a phone No or Address my name is Ronald Cooper and address School Farm Bungalow, Tongue End, Spalding, Lincolnshire, PE11 3JJ so sorry for any inconvenience",2015-04-03 10:20:02
457376154351363_819542121468096,"Dip-dyed, painted, or tied with a ribbon – Easter means it’s time to get crafting. How will you decorate yours?",2015-04-03 04:00:01
457376154351363_819279178161057,"Cannot fault your customer service team on the phones. They are brilliant, helpful and cheery. Have needed to call them a few times over the past couple of weeks and have found the calls very stress free and have all my questions answered. Well done M&S. 😄 From, 1 very satisfied customer.",2015-04-02 15:59:32
457376154351363_819114158177559,Thank you M&S Bank for my beautiful flowers! Xx,2015-04-02 09:32:33
457376154351363_819069504848691,"I'm afraid I can't join in your 30th Anniversary Celebrations as one of your staff has deactivated my credit card before my replacement has arrived! Suffered public humiliation trying to use it, and I'm not impressed to be told by yourselves there's nothing you can do, I just have to wait.",2015-04-02 07:39:58
457376154351363_818571298231845,"Today we celebrate our 30th anniversary! Join us over the next few weeks as we go down memory lane, looking at everything from travel to fashion to food.",2015-04-02 03:00:01
457376154351363_818213164934325,@mandsbankhelp Hi I've been trying to log on to M&S internet banking to pay my mastercard bill since 12.01 am this morning but I just kept getting directed to ring customer services for assistance. I hate going through to a contact centre abroad.Please help,2015-03-31 11:41:19
457376154351363_817738278315147,"Based on our research (March, 2015). 9 in 10 Easter breaks are cheaper than last year, with many destinations offering savings of well over £100.",2015-03-30 10:08:00
457376154351363_817606708328304,"just need help.. received £30 off voucher thru email and accidental deleted it :-( Any help please as what to do, who to call?",2015-03-30 05:05:30
457376154351363_817118975043744,You’ve put the clocks forward – how will you spend your extra hour of evening sunlight?,2015-03-29 03:45:00
457376154351363_816796195076022,Does anyone know where I can get the dress the model is wearing on the car insurance leaflet? The red and black one.,2015-03-28 10:18:47
457376154351363_816648555090786,there does seem to be a issue with the website just now as its running like dog and wont even load pages now,2015-03-28 02:47:29
457376154351363_816642831758025,"Hi, can you please tell me who I need to speak to, to feedback about your internet banking service?

Time after time I am getting an 888 error 'we are unable to deal with your request, please try again later'.

It's been the same since I joined last year. I must say I cannot recommend your service to anyone at the minute.

Thanks",2015-03-28 02:16:34
457376154351363_816130621809246,"had a voucher for extra points but did not see voucher until after i had been shopping there,got receipt can i have the extra points put on??? thanks",2015-03-27 07:31:37
457376154351363_816095458479429,Visiting the Big Apple this year? Watch our video guide for some useful tips.,2015-03-27 05:43:48
457376154351363_815486041873704,Move to a smaller house and throw away all that does not fit in space or cupboards . Do not replace anything that you have dumped. Do not listen to anyone who tries to change your mind just smile and then carry on doing it your way.,2015-03-26 07:11:29
457376154351363_815470055208636,my mastercard was cancelled under spurious circumstances how do I get an explanation for this. Mand S bank allege it was cancelled because it was lost. I still have the card what is going on?,2015-03-26 06:24:40
457376154351363_815442048544770,Get the whole family involved - many hands make light work!,2015-03-26 04:42:18
457376154351363_815108318578143,I always de clutter by being ruthless when it comes to throwing out.  I would not call myself a horder. If iam in the mood I can do a quick de clutter and tidy before work.  It is then lovely to come home to.,2015-03-25 15:15:38
457376154351363_815049188584056,"Can you please help, I got a car insurance with you on the 14/02/2015 but still had no insurance certificate can you please send one yours Ronald Cooper",2015-03-25 12:34:10
457376154351363_815021858586789,Always tidy up before going to bed.,2015-03-25 11:15:03
457376154351363_814982661924042,"Could somebody please explain why my contact details were passed to a third party to conduct a survey on your behalf?  What is more, why does M+S bank use survey companies to randomly contact customers by telephone?   In this day and age, where we are constantly being told to be cautious about callers who want to discuss your banking... I am, frankly, stunned!  Not least because I take the trouble to specify at every stage ""no marketing, no surveys"" and don't expect to be told ""TPS does not apply to us"".  It took me some time to check the legitimacy of the call but being a sensible customer, I followed your safety guidelines.  I would expect my bank to use a similar level of common sense thanks!",2015-03-25 09:41:16
457376154351363_814934451928863,"M&S bin bag 5p + IKeA rubbish £50 = clean house, priceless.",2015-03-25 07:47:46
457376154351363_814892261933082,Plump cushions clear magazines and clear post,2015-03-25 05:17:51
457376154351363_814891081933200,Plump up cushions and tidy magazines and post.,2015-03-25 05:13:21
457376154351363_814888778600097,If you have something you do not use put it in a box for a chosen charity shop - take it there when the box is full and leave your purse at home or you may buy more STUFF!  We all have TOO MUCH STUFF!!!!!.,2015-03-25 05:03:30
457376154351363_814887921933516,"Our preferential exchange rates are reserved for M&S Cardholders – so wherever you’re going, start here: http://bit.ly/1s1XpDN 

M&S Cardholder rates only available when you pay using your M&S Card.",2015-03-25 05:00:02
457376154351363_814885481933760,"Weed all those books that you ""just might read again"" from your bookcase",2015-03-25 04:49:14
457376154351363_814885248600450,I'm a childminder so have loads of children pass thro in a week I make a big fuss over tidy up time everyone helps put things back into the right boxes good thing to learn for life!,2015-03-25 04:48:15
457376154351363_814849975270644,Plan what you want to do and don't get distracted,2015-03-25 03:39:50
457376154351363_814835878605387,,2015-03-25 03:37:38
457376154351363_814795528609422,"Put music/radio on. I work with each song that's on trying to do, at least 2 tasks whilst it's running. Start on kitchen, put pots in sink /dishwasher, put any stuff that's out,  back in cupboards. Wipe surfaces down, put rubbish in bin, Then onto bathroom, tidy towels, clean loo, good  squirt  of Harpic. If you've not got time to clean properly, have a good wipe with baby wipes. That way if you have any. visitors, the 2 rooms they might go into are 
' done '.   Relax with a cuppa ! !",2015-03-25 03:20:30
457376154351363_814793271942981,Open   Cupboards and drawers in the room to be tidied and pop everything back in its  place then a quick dust and hoover -anything I don't want goes in a box for the charity shop!,2015-03-25 03:08:27
457376154351363_814793258609649,Looking for Travel Insurance. What is the cover for gadgets on your policies?,2015-03-25 03:08:24
457376154351363_814789968609978,Have a place for everything and discard anything that's can't be put away.,2015-03-25 02:47:38
457376154351363_814778835277758,"I find the best way to de clutter is to do a little bit each day - empty a drawer one evening, deal with a stack of magazines another day etc, this is what I did and I do feel better about my de cluttered home and I have loads more room and storage!",2015-03-25 01:55:32
457376154351363_814773441944964,The biggest clutter in our house are the kids toys so the spare room is also the playroom.  Kids are happy to have their space and I can close the door!,2015-03-25 01:34:20
457376154351363_814595498629425,Point my better half at the problem....,2015-03-24 18:26:58
457376154351363_814573661964942,When updating your wardrobe make to recycle an equal number of items that way you won't over clutter your cupboards and will be easily able to select outfits.,2015-03-24 17:24:09
457376154351363_814562641966044,"Do not delude yourself and be an 'organised' hoarder.
Decide to get rid of one thing tomorrow, two things the next day, three the next etc until the unnecessary clutter has gone.",2015-03-24 16:50:15
457376154351363_814559278633047,MS real quality real value outstanding,2015-03-24 16:43:02
457376154351363_814556935299948,Best tidy up is to clear out snd hive it to charity shops.,2015-03-24 16:35:33
457376154351363_814546211967687,I think m&s shops should have more home wear and furniture in them. Buying online is not so pleasurable,2015-03-24 16:10:29
457376154351363_814544671967841,Recommended,2015-03-24 16:07:55
457376154351363_814539878634987,"Pauline Hunter

Make tidying up a game for the kids there is nothing better than a little competition to get things done quickly xx",2015-03-24 16:05:48
457376154351363_814534465302195,Good loyalty points for credit card users,2015-03-24 15:51:29
457376154351363_814527015302940,"A room at a time, take small steps.",2015-03-24 15:39:26
457376154351363_814526425302999,Try to have a place for everything so you can quickly put things away without having to think where they can go,2015-03-24 15:38:01
457376154351363_814490931973215,"I love all my clutter - the result of having 4 children and all their ""artistic"" efforts - all the souvenirs brought home from their travels. Mementoes of life! Why on earth would I ever want to be rid of them? The results of just living life.  What is all this obsession with so called ""clutter""? Clearing your home of all those wonderful memories. Sterility? So depressing. I revel in this clutter - and I can relax and remember...........",2015-03-24 14:21:21
457376154351363_814489985306643,move the used newspapers big effect small effort!,2015-03-24 14:18:06
457376154351363_814486168640358,Clear away as you go and always have a recycling receptacle handy !,2015-03-24 14:06:16
457376154351363_814485561973752,I instruct significant other on the most efficient method,2015-03-24 14:04:46
457376154351363_814484971973811,"I always clear up as I go. It never lets me down. It is second nature I never think about it, it is some thing I always do. I never have an untidy house.",2015-03-24 14:03:27
457376154351363_814484195307222,"if you haven't used it in a year, send it to free cycle site,  your clutter is someones treasure.  Save the planet",2015-03-24 14:00:37
457376154351363_814480178640957,"I love magazine racks, boxes and wicker baskets  for magazines, books and papers, they clear a multitude but keep things to hand and look attractive.",2015-03-24 13:47:43
457376154351363_814478895307752,Quick tidy up each evening before bed! Clutter doesn't get chance to GROW!,2015-03-24 13:44:18
457376154351363_814478858641089,The room I am in is very cluttered and I am going to be very drastic and get rid of everything I don't need.,2015-03-24 13:44:14
457376154351363_814448725310769,My best tip is not to get cluttered up in the first place!  Makes life so much easier. When buying new items get rid of the old ones - DON'T HOARD.,2015-03-24 12:19:40
457376154351363_814281631994145,"Create lasting memories on great family holidays, home and abroad. Make the most of your time away with our guide to easy breaks with the kids: http://bit.ly/1mBUzzl",2015-03-24 07:17:00
457376154351363_813851835370458,"is there anyone answering the telephone on 0345 900 0900 - I have tried half a dozen times since saturday without getting through to anyone - if I hear Mr Blue Sky again I will scream - extremely poor customer service.

Carl Edwards",2015-03-23 14:17:02
457376154351363_811820755573566,Hi. I have got a M & S credit card through Money Supermarket and wonder how I get my £30 voucher please. I have used the card but not in a M& S store as yet. Many thanks,2015-03-20 17:35:18
457376154351363_811820082240300,"Hi, trying to log on to my credit card online for the past week and it says service is unavailable. Is it just me? If not when I'm wondering when the service be available again? Thanks!",2015-03-20 17:33:37
